BGD,Bangladesh,Chattogram,22.3350,91.8325
CHN,China,Bijie,27.3019,105.2863
CHN,China,Shangrao,28.4419,117.9633
CHN,China,Zunyi,27.7050,106.9336
IND,India,Surat,21.1702,72.8311
IDN,Indonesia,Surabaya,-7.2458,112.7378
CHN,China,Huanggang,30.4500,114.8750
CHN,China,Maoming,21.6618,110.9178
CHN,China,Nanchong,30.7991,106.0784
CHN,China,Xinyang,32.1264,114.0672
ESP,Spain,Madrid,40.4169,-3.7033
IRQ,Iraq,Baghdad,33.3153,44.3661
CHN,China,Qujing,25.5102,103.8029
CHN,China,Jieyang,23.5533,116.3649
SGP,Singapore,Singapore,1.3000,103.8000
IND,India,Prayagraj,25.4358,81.8464
CHN,China,Liaocheng,36.4500,115.9833
CHN,China,Dalian,38.9000,121.6000
CHN,China,Yulin,22.6293,110.1507
CHN,China,Changde,29.0397,111.6839
CHN,China,Qingdao,36.1167,120.4000
CMR,Cameroon,Douala,4.0500,9.7000
USA,United States,Miami,25.7840,-80.2101
CHN,China,Nangandao,35.2992,113.8851
CHN,China,Pudong,31.2231,121.5397
CHN,China,Xiangyang,32.0654,112.1531
USA,United States,Dallas,32.7935,-96.7667
USA,United States,Houston,29.7860,-95.3885
CHN,China,Zhengzhou,34.7492,113.6605
CHN,China,Lu'an,31.7542,116.5078
CHN,China,Dezhou,37.4513,116.3105
CHN,China,Jinan,36.6667,116.9833
EGY,Egypt,Giza,29.9870,31.2118
CHN,China,Zhaotong,27.3328,103.7144
CHN,China,Yichun,27.8041,114.3830
KEN,Kenya,Nairobi,-1.2864,36.8172
MEX,Mexico,Guadalajara,20.6767,-103.3475
USA,United States,Philadelphia,40.0077,-75.1339
TUR,Turkey,Ankara,39.9300,32.8500
CHN,China,Tai'an,36.2001,117.0809
CHN,China,Dazhou,31.2152,107.4947
CHN,China,Langfang,39.5196,116.7006
CHN,China,Yongzhou,26.4515,111.5953
CAN,Canada,Toronto,43.7417,-79.3733
CHN,China,Suihua,46.6384,126.9808
RUS,Russia,Saint Petersburg,59.9500,30.3167
CHN,China,Qiqihar,47.3398,123.9512
CHN,China,Suzhou,33.6333,116.9683
MEX,Mexico,Monterrey,25.6667,-100.3000
BRA,Brazil,Belo Horizonte,-19.9167,-43.9333
CHN,China,Weinan,34.4996,109.4684
MMR,Myanmar,Rangoon,16.7950,96.1600
CHN,China,Zhangzhou,24.5093,117.6612
CHN,China,Yuncheng,35.0304,110.9980
CHN,China,Xianyang,34.3500,108.7167
CHN,China,Guilin,25.2819,110.2864
USA,United States,Atlanta,33.7628,-84.4220
CHN,China,Taizhou,32.4831,119.9000
IRN,Iran,Kashan,33.9833,51.4333
CHN,China,Bozhou,33.8626,115.7742
CIV,Côte d'Ivoire,Abidjan,5.3167,-4.0333
CHN,China,Suqian,33.9331,118.2831
CHN,China,Huaihua,27.5494,109.9592
CHN,China,Ji'an,27.1172,114.9793
CHN,China,Xiaoganzhan,30.9273,113.9110
CHN,China,Pingdingshan,33.7350,113.2999
CHN,China,Jiujiang,29.7048,116.0021
EGY,Egypt,Alexandria,31.1975,29.8925
CHN,China,Mianyang,31.4669,104.7385
AUS,Australia,Sydney,-33.8678,151.2100
CHN,China,Huanglongsi,34.7950,114.3450
USA,United States,Washington,38.9047,-77.0163
ESP,Spain,Barcelona,41.3825,2.1769
CHN,China,Changsha,28.1987,112.9709
CHN,China,Chenzhou,25.7989,113.0267
CHN,China,Anqing,30.5000,117.0333
CHN,China,Jiangmen,22.5833,113.0833
CHN,China,Xinpu,34.5906,119.1801
CHN,China,Yibin,28.7596,104.6400
CHN,China,Yangzhou,32.3912,119.4363
AUS,Australia,Melbourne,-37.8142,144.9631
DEU,Germany,Berlin,52.5200,13.4050
CHN,China,Hengshui,37.7348,115.6860
COL,Colombia,Timbio,2.3445,-76.6839
CHN,China,Kunming,25.0433,102.7061
CHN,China,Yiyang,28.5833,112.3333
CHN,China,Guigang,23.0961,109.6092
CHN,China,Changchun,43.9000,125.2000
CHN,China,Jiangguanchi,34.0244,113.8201
MAR,Morocco,Casablanca,33.5333,-7.5833
CHN,China,Meizhou,24.2998,116.1191
CHN,China,Zhangjiakou,40.8108,114.8811
CHN,China,Chifeng,42.2663,118.9223
CHN,China,Urumqi,43.8225,87.6125
CHN,China,Suzhou,31.3000,120.6194
TUR,Turkey,Izmir,38.4200,27.1400
CHN,China,Linfen,36.0812,111.5087
CHN,China,Shantou,23.3735,116.6941
AFG,Afghanistan,Kabul,34.5253,69.1783
SOM,Somalia,Mogadishu,2.0392,45.3419
CHN,China,Luzhou,28.8918,105.4409
CHN,China,Hefei,31.8639,117.2808
USA,United States,Boston,42.3188,-71.0852
CHN,China,Liuzhou,24.3264,109.4281
CHN,China,Zhaoqing,23.0500,112.4667
CHN,China,Xiaoxita,30.7083,111.2803
CHN,China,Shijiazhuang,38.0422,114.5086
CHN,China,Ningbo,29.8750,121.5492
CHN,China,Fuzhou,27.9814,116.3577
USA,United States,Phoenix,33.5722,-112.0892
CHN,China,Zhuzhou,27.8407,113.1469
JOR,Jordan,Amman,31.9497,35.9328
CHN,China,Chuzhou,32.3062,118.3115
SAU,Saudi Arabia,Jeddah,21.5433,39.1728
CHN,China,Qingyuan,23.6842,113.0507
CHN,China,Loudi,27.7378,111.9974
CHN,China,Binzhou,37.3806,118.0125
CHN,China,Deyang,31.1289,104.3950
CHN,China,Taiyuan,37.8733,112.5425
NGA,Nigeria,Kano,12.0000,8.5167
CHN,China,Wuhu,31.3340,118.3622
CHN,China,Nanning,22.8192,108.3150
CHN,China,Harbin,45.7500,126.6333
NGA,Nigeria,Abuja,9.0667,7.4833
JPN,Japan,Yokohama,35.4442,139.6381
CHN,China,Baojishi,34.3609,107.1751
CHN,China,Zaozhuang,34.8667,117.5500
CHN,China,Xiamen,24.4797,118.0819
CHN,China,Neijiang,29.5872,105.0635
CHN,China,Fuzhou,26.0769,119.2917
CHN,China,Baicheng,23.9010,106.6194
CHN,China,Anshan,41.1066,122.9895
IDN,Indonesia,Medan,3.5894,98.6739
CHN,China,Yulinshi,38.2655,109.7388
CHN,China,Wenzhou,27.9991,120.6561
CHN,China,Changzhou,31.8122,119.9692
CHN,China,Puyang,35.7639,115.0300
CHN,China,Jiaozuo,35.2290,113.2304
CHN,China,Nanchang,28.6842,115.8872
NGA,Nigeria,Ibadan,7.3964,3.9167
CHN,China,Hechi,24.6928,108.0850
USA,United States,Detroit,42.3834,-83.1024
CAN,Canada,Montreal,45.5089,-73.5617
KOR,South Korea,Busan,35.1800,129.0750
CHN,China,Hohhot,40.8151,111.6629
USA,United States,Seattle,47.6211,-122.3244
DZA,Algeria,Algiers,36.7539,3.0589
CHN,China,Hanzhong,33.0794,107.0260
CHN,China,Tangshan,39.6292,118.1742
CHN,China,Shiyan,32.6351,110.7755
IND,India,Lucknow,26.8500,80.9500
CHN,China,Siping,43.1715,124.3644
IRN,Iran,Mashhad,36.3000,59.6000
GHA,Ghana,Boankra,6.6944,-1.4028
CHN,China,Changzhi,36.1953,113.0970
ARE,United Arab Emirates,Dubai,25.2631,55.2972
CHN,China,Qinzhou,21.9500,108.6167
CHN,China,Guiyang,26.5794,106.7078
CHN,China,Bengbu,32.9354,117.3531
USA,United States,San Francisco,37.7558,-122.4449
CHN,China,Bazhou,31.8576,106.7559
CHN,China,Qincheng,34.5809,105.7311
CHN,China,Suining,30.5098,105.5737
CHN,China,Wuxi,31.5667,120.2833
CHN,China,Leshan,29.5854,103.7575
CHN,China,Putian,25.4394,119.0103
CHN,China,Zhenjiang,32.2109,119.4551
PAK,Pakistan,Faisalabad,31.4167,73.0911
CHN,China,Guang'an,30.4673,106.6336
CHN,China,Tongren,27.7233,109.1885
BOL,Bolivia,Santa Cruz,-17.7892,-63.1975
CHN,China,Qinhuangdao,39.9398,119.5881
CHN,China,Tongliao,43.6172,122.2640
CHN,China,Jinzhou,41.1144,121.1292
CHN,China,Heyuan,23.7503,114.6923
USA,United States,San Diego,32.8313,-117.1222
IND,India,Jaipur,26.9000,75.8000
CHN,China,Xinzhou,38.4178,112.7233
CHN,China,Lanzhou,36.0617,103.8318
CHN,China,Wuzhou,23.4833,111.3167
GRC,Greece,Athens,37.9842,23.7281
ETH,Ethiopia,Addis Ababa,9.0300,38.7400
CHN,China,Chaoyang,41.5757,120.4486
BRA,Brazil,Brasilia,-15.7939,-47.8828
TWN,Taiwan,Taichung,24.1439,120.6794
KWT,Kuwait,Kuwait City,29.3697,47.9783
HUN,Hungary,Budapest,47.4925,19.0514
CHN,China,Shaoguan,24.8011,113.5927
CHN,China,Shanwei,22.7664,115.3331
PHL,Philippines,Quezon City,14.6300,121.0300
CHN,China,Rizhao,35.4164,119.4331
UKR,Ukraine,Kyiv,50.4500,30.5233
YEM,Yemen,Sanaa,15.3483,44.2064
CHN,China,Meishan,30.0575,103.8381
KOR,South Korea,Incheon,37.4833,126.6333
GTM,Guatemala,Guatemala City,14.6099,-90.5252
GBR,United Kingdom,Birmingham,52.4800,-1.9025
CHN,China,Zhongshan,22.5333,113.3500
CHN,China,Ningde,26.6617,119.5228
CHN,China,Weihai,37.5000,122.1000
CHN,China,Daqing,46.5979,125.0080
TUR,Turkey,Bursa,40.1833,29.0500
BRA,Brazil,Salvador,-12.9747,-38.4767
ITA,Italy,Rome,41.8931,12.4828
CHN,China,Haikou,20.0200,110.3200
BOL,Bolivia,La Paz,-16.5000,-68.1500
CHN,China,Xiangtan,27.8431,112.9228
PRK,North Korea,Pyongyang,39.0194,125.7381
USA,United States,Minneapolis,44.9635,-93.2678
SDN,Sudan,Omdurman,15.6500,32.4833
IDN,Indonesia,Malang,-7.9800,112.6200
CHN,China,Mudanjiang,44.5861,129.5997
DEU,Germany,Stuttgart,48.7775,9.1800
USA,United States,Brooklyn,40.6501,-73.9496
TWN,Taiwan,Kaohsiung,22.6150,120.2975
ECU,Ecuador,Guayaquil,-2.1900,-79.8875
PRT,Portugal,Lisbon,38.7253,-9.1500
CHN,China,Longyan,25.0881,117.0244
CHN,China,Tieling,42.2841,123.8365
GBR,United Kingdom,Manchester,53.4794,-2.2453
CHN,China,Baotou,40.6562,109.8345
CHN,China,Handan,36.6116,114.4894
IND,India,Cawnpore,26.4499,80.3319
CHN,China,Dingxi,35.5806,104.6263
CHN,China,Nanping,26.6448,118.1728
USA,United States,Tampa,27.9945,-82.4447
CHN,China,Zigong,29.3498,104.7645
VEN,Venezuela,Maracaibo,10.6333,-71.6333
CHN,China,Chaozhou,23.6700,116.6300
COD,Congo (Kinshasa),Mbuji-Mayi,-6.1500,23.6000
USA,United States,Denver,39.7620,-104.8758
CHN,China,Gulou,26.0865,119.2980
CHN,China,Weifang,36.7167,119.1000
CHN,China,Huai'an,33.5058,119.1392
CHN,China,Zibo,36.7831,118.0497
CHN,China,Ankang,32.6877,109.0235
CHN,China,Baoshan,25.1211,99.1690
MDG,Madagascar,Antananarivo,-18.9333,47.5167
CHN,China,Huludao,40.7094,120.8378
DEU,Germany,Munich,48.1375,11.5750
CHN,China,Yanjiang,30.1256,104.6397
DOM,Dominican Republic,Santo Domingo,18.4764,-69.8933
CHN,China,Sanming,26.2658,117.6302
UZB,Uzbekistan,Tashkent,41.3111,69.2797
CHN,China,Longba,33.5350,105.3490
CHN,China,Yangjiang,21.8556,111.9627
CHN,China,Jiamusi,46.8081,130.3653
CHN,China,Luohe,33.5830,114.0109
CHN,China,Lincang,23.8864,100.0871
COL,Colombia,Medellin,6.2308,-75.5906
CHN,China,Xuanzhou,30.9475,118.7518
CHN,China,Yunfu,22.9242,112.0353
CHN,China,Shaoxing,30.0000,120.5833
CHN,China,Yantai,37.3997,121.2664
CHN,China,Huizhou,23.1115,114.4152
CHN,China,Lishui,28.4500,119.9167
IND,India,Mirzapur,25.1460,82.5690
DEU,Germany,Hamburg,53.5500,10.0000
CHN,China,Guangyuan,32.4353,105.8398
COL,Colombia,Cali,3.4206,-76.5222
ZMB,Zambia,Lusaka,-15.4167,28.2833
CHN,China,Huangshi,30.2018,115.0326
CHN,China,Xining,36.6239,101.7787
BFA,Burkina Faso,Ouagadougou,12.3686,-1.5275
KOR,South Korea,Daegu,35.8717,128.6017
BRA,Brazil,Fortaleza,-3.7275,-38.5275
CMR,Cameroon,Yaounde,3.8667,11.5167
CHN,China,Jilin,43.8519,126.5481
CHN,China,Dandong,40.1167,124.3833
CHN,China,Zhuhai,22.2769,113.5678
CHN,China,Lianshan,40.7523,120.8280
CHN,China,Yingkou,40.6653,122.2297
TUR,Turkey,Antalya,36.8874,30.7075
IND,India,Nagpur,21.1497,79.0806
USA,United States,Queens,40.7498,-73.7976
GHA,Ghana,Accra,5.5500,-0.2000
IDN,Indonesia,Bekasi,-6.2349,106.9923
IND,India,Ghaziabad,28.6700,77.4200
CHN,China,Yuxi,24.3495,102.5432
CHN,China,Luoyang,34.6587,112.4245
AUS,Australia,Brisbane,-27.4678,153.0281
CHN,China,Anshun,26.2456,105.9340
IDN,Indonesia,Depok,-6.3940,106.8225
CHN,China,Shangzhou,33.8680,109.9244
CHN,China,Huainan,32.4831,117.0164
LKA,Sri Lanka,Colombo,6.9344,79.8428
CHN,China,Kuaidamao,41.7302,125.9471
AZE,Azerbaijan,Baku,40.3667,49.8352
JPN,Japan,Fukuoka,33.5833,130.4000
CHN,China,Yan'an,36.5952,109.4863
CHN,China,Jincheng,35.4906,112.8483
CAN,Canada,Vancouver,49.2500,-123.1000
CHN,China,Nantong,31.9829,120.8873
IDN,Indonesia,Tangerang,-6.1783,106.6319
VEN,Venezuela,Caracas,10.4806,-66.9036
CHN,China,Sanmenxia,34.7736,111.1950
CHN,China,Laibin,23.7333,109.2333
TUR,Turkey,Konya,37.8667,32.4833
BRA,Brazil,Manaus,-3.1000,-60.0167
IRN,Iran,Esfahan,32.6447,51.6675
CHN,China,Qinbaling,35.7278,107.6400
USA,United States,Baltimore,39.3051,-76.6144
CHN,China,Ma'anshan,31.6858,118.5101
CHN,China,Shengli,37.4500,118.4667
CHN,China,Gaoping,30.7824,106.1281
CHN,China,Taizhou,28.6583,121.4221
ZWE,Zimbabwe,Harare,-17.8292,31.0522
HKG,Hong Kong,Kowloon,22.3167,114.1833
USA,United States,Las Vegas,36.2333,-115.2654
CUB,Cuba,Havana,23.1367,-82.3589
AUS,Australia,Perth,-31.9559,115.8606
KHM,Cambodia,Phnom Penh,11.5694,104.9211
CHN,China,Puning,23.2993,116.1586
CHN,China,Huaibei,33.9562,116.7890
CHN,China,Qingyang,24.8141,118.5792
VNM,Vietnam,Haiphong,20.8651,106.6838
CHN,China,Chongzuo,22.4167,107.3667
PAK,Pakistan,Rawalpindi,33.6000,73.0333
CHN,China,Yushan,31.3867,120.9766
USA,United States,St. Louis,38.6359,-90.2451
GHA,Ghana,Kumasi,6.6667,-1.6167
IND,India,Vadodara,22.3000,73.2000
CHN,China,Hezhou,24.4164,111.5478
CHN,China,Pingliang,35.5412,106.6819
USA,United States,Portland,45.5371,-122.6500
IND,India,Vishakhapatnam,17.7042,83.2978
PAK,Pakistan,Gujranwala,32.1567,74.1900
CHN,China,Baicheng,45.6148,122.8320
TUR,Turkey,Gaziantep,37.0628,37.3792
CHN,China,Fushun,41.8708,123.8917
USA,United States,Riverside,33.9381,-117.3949
MLI,Mali,Bamako,12.6458,-7.9922
ECU,Ecuador,Quito,-0.2200,-78.5125
BLR,Belarus,Minsk,53.9000,27.5667
MEX,Mexico,Tijuana,32.5250,-117.0333
CMR,Cameroon,Bamenda,5.9614,10.1517
SOM,Somalia,Boosaaso,11.2886,49.1819
IND,India,Indore,22.7167,75.8472
TUR,Turkey,Sanliurfa,37.1583,38.7917
AUT,Austria,Vienna,48.2083,16.3725
IRN,Iran,Karaj,35.8272,50.9489
COD,Congo (Kinshasa),Kananga,-5.8970,22.4488
PAK,Pakistan,Peshawar,34.0144,71.5675
JPN,Japan,Sapporo,43.0667,141.3500
MEX,Mexico,Ecatepec,19.6097,-99.0600
CHN,China,Pingxiang,27.6333,113.8500
USA,United States,Orlando,28.4773,-81.3370
SYR,Syria,Aleppo,36.2000,37.1600
USA,United States,Sacramento,38.5677,-121.4685
KAZ,Kazakhstan,Almaty,43.2775,76.8958
PRI,Puerto Rico,San Juan,18.3985,-66.0610
USA,United States,San Antonio,29.4632,-98.5238
CHN,China,Yinchuan,38.4795,106.2254
IND,India,Thane,19.1972,72.9722
BRA,Brazil,Santos,-23.9369,-46.3250
MWI,Malawi,Blantyre,-15.7861,35.0058
ROU,Romania,Bucharest,44.4325,26.1039
BRA,Brazil,Curitiba,-25.4297,-49.2711
PAK,Pakistan,Multan,30.1978,71.4697
TWN,Taiwan,Tainan,22.9833,120.1833
CHN,China,Xiping,40.0820,113.2981
NGA,Nigeria,Port Harcourt,4.8242,7.0336
POL,Poland,Warsaw,52.2300,21.0111
CHN,China,Jixi,45.2937,130.9650
PAK,Pakistan,Saidu Sharif,34.7500,72.3572
CHN,China,Liaoyang,41.2643,123.1772
CHN,China,Beihai,21.4667,109.1000
KEN,Kenya,Meru,0.0500,37.6500
COG,Congo (Brazzaville),Brazzaville,-4.2694,15.2714
CHN,China,Fuxin,42.0127,121.6486
CHN,China,Wuwei,37.9278,102.6329
TUR,Turkey,Mersin,36.8000,34.6333
IND,India,Bhopal,23.2500,77.4167
COD,Congo (Kinshasa),Lubumbashi,-11.6647,27.4794
IDN,Indonesia,Denpasar,-8.6500,115.2167
PHL,Philippines,Davao,7.0667,125.6000
CHN,China,Shuyangzha,34.1299,118.7734
TUR,Turkey,Adana,37.0000,35.3213
SYR,Syria,Damascus,33.5131,36.2919
BEL,Belgium,Brussels,50.8467,4.3525
PAK,Pakistan,Hyderabad City,25.3792,68.3683
TUR,Turkey,Diyarbakir,37.9100,40.2400
USA,United States,San Jose,37.3012,-121.8480
IND,India,Chinchvad,18.6186,73.8037
URY,Uruguay,Montevideo,-34.8836,-56.1819
USA,United States,Pittsburgh,40.4397,-79.9763
CHN,China,Shuozhou,39.3408,112.4292
USA,United States,Cincinnati,39.1413,-84.5060
CHN,China,Benxi,41.2920,123.7610
CHN,China,Baiyin,36.5448,104.1766
IRQ,Iraq,Mosul,36.3400,43.1300
USA,United States,Manhattan,40.7834,-73.9662
PHL,Philippines,Caloocan City,14.6500,120.9700
UGA,Uganda,Kampala,0.3136,32.5811
IND,India,Patna,25.6000,85.1000
HND,Honduras,Tegucigalpa,14.1000,-87.2167
USA,United States,Cleveland,41.4764,-81.6805
CHN,China,Sanzhou,30.8200,108.4000
CHN,China,Changshu,31.6500,120.7333
SAU,Saudi Arabia,Mecca,21.4225,39.8233
CHN,China,Heihe,50.2458,127.4886
CHN,China,Jingdezhen,29.2942,117.2036
GIN,Guinea,Conakry,9.5092,-13.7122
BRA,Brazil,Recife,-8.0500,-34.9000
USA,United States,Indianapolis,39.7771,-86.1458
USA,United States,Austin,30.3005,-97.7522
IDN,Indonesia,Sangereng,-6.2889,106.7181
USA,United States,Kansas City,39.1238,-94.5541
TWN,Taiwan,Zhongli,24.9650,121.2168
RUS,Russia,Novosibirsk,55.0333,82.9167
IND,India,Bilaspur,22.0900,82.1500
IDN,Indonesia,Semarang,-6.9667,110.4167
IND,India,Ludhiana,30.9100,75.8500
BGD,Bangladesh,Narayanganj,23.6200,90.5000
SWE,Sweden,Stockholm,59.3294,18.0686
CHN,China,Chengtangcun,35.0833,117.1500
IND,India,Agra,27.1800,78.0200
MLI,Mali,Balandougou,13.3558,-9.5517
IND,India,Agwar,27.1800,78.0200
MEX,Mexico,Leon de los Aldama,21.1167,-101.6833
CIV,Côte d'Ivoire,Yopougon,5.3167,-4.0667
MEX,Mexico,Puebla,19.0333,-98.1833
IND,India,Madurai,9.9252,78.1198
CHN,China,Hebi,35.7497,114.2887
ARG,Argentina,Cordoba,-31.4167,-64.1833
IRN,Iran,Shiraz,29.6100,52.5425
IND,India,Jamshedpur,22.7925,86.1842
IRN,Iran,Tabriz,38.0814,46.3006
CHN,China,Huzhou,30.8925,120.0875
USA,United States,Columbus,39.9862,-82.9855
BGR,Bulgaria,Sofia,42.7000,23.3300
JPN,Japan,Kawasaki,35.5167,139.7000
CRI,Costa Rica,San Jose,9.9325,-84.0800
NGA,Nigeria,Aba,5.1167,7.3667
IDN,Indonesia,Palembang,-2.9861,104.7556
CHN,China,Zhangjiajie,29.1255,110.4844
JPN,Japan,Kobe,34.6900,135.1956
CHN,China,Jiaxing,30.7522,120.7500
USA,United States,Charlotte,35.2083,-80.8303
CHN,China,Guiping,23.4000,110.0833
CHN,China,Lianjiang,21.6146,110.2794
CHN,China,Ximeicun,24.9633,118.3811
CHN,China,Jianguang,28.1958,115.7833
CHN,China,Yucheng,29.9888,103.0007
PAN,Panama,Panama City,8.9833,-79.5167
CHN,China,Xushan,30.1697,121.2665
BRA,Brazil,Belem,-1.4558,-48.5039
USA,United States,Virginia Beach,36.7335,-76.0435
CHN,China,Leizhou,20.9147,110.0806
KOR,South Korea,Gwangju,35.1653,126.8486
IND,India,Nasik,20.0000,73.7800
BRA,Brazil,Porto Alegre,-30.0331,-51.2300
VEN,Venezuela,Valencia,10.1667,-68.0000
NGA,Nigeria,Onitsha,6.1667,6.7833
ARE,United Arab Emirates,Abu Dhabi,24.4667,54.3667
KOR,South Korea,Daejeon,36.3510,127.3850
MEX,Mexico,Zapopan,20.7167,-103.4000
USA,United States,Bronx,40.8501,-73.8662
RUS,Russia,Yekaterinburg,56.8356,60.6128
CHN,China,Huazhou,32.6832,112.0790
JPN,Japan,Kyoto,35.0117,135.7683
CHN,China,Jinhua,29.1046,119.6494
NLD,Netherlands,Amsterdam,52.3728,4.8936
CHN,China,Shuangyashan,46.6388,131.1545
CHN,China,Pizhou,34.3422,118.0097
MAR,Morocco,El Kelaa des Srarhna,32.0481,-7.4083
SEN,Senegal,Dakar,14.6928,-17.4467
UKR,Ukraine,Kharkiv,49.9925,36.2311
CHN,China,Yangshe,31.8775,120.5512
CHN,China,Guyuan,36.0080,106.2782
CHN,China,Rui'an,27.7780,120.6526
BGD,Bangladesh,Khulna,22.8167,89.5500
OMN,Oman,Muscat,23.6139,58.5922
CHN,China,Wenling,28.3797,121.3718
CHN,China,Gaozhou,21.9135,110.8481
IND,India,Faridabad,28.4167,77.3000
CHN,China,Chizhou,30.6583,117.4849
ISR,Israel,Tel Aviv-Yafo,32.08,34.78
MNG,Mongolia,Ulaanbaatar,47.9203,106.9172
BRA,Brazil,Goiania,-16.6667,-49.2500
CHN,China,Fuqing,25.7232,119.3735
TUR,Turkey,Kayseri,38.7225,35.4875
CHN,China,Wuzhong,37.9874,106.1919
SRB,Serbia,Belgrade,44.8200,20.4600
CHN,China,Pingdu,36.7833,119.9556
ITA,Italy,Milan,45.4669,9.1900
IND,India,Aurangabad,19.8800,75.3200
DNK,Denmark,Copenhagen,55.6761,12.5683
CHN,China,Yangquan,37.8576,113.5762
CHN,China,Yutan,28.3147,112.5540
CHN,China,Huangshan,29.7132,118.3151
NZL,New Zealand,Auckland,-36.8406,174.7400
IDN,Indonesia,Makassar,-5.1619,119.4362
DOM,Dominican Republic,Santiago,19.4572,-70.6889
USA,United States,Milwaukee,43.0642,-87.9675
IND,India,Rajkot,22.3000,70.7833
CZE,Czechia,Prague,50.0875,14.4214
TUR,Turkey,Samsun,41.2903,36.3336
CHN,China,Liangshi,27.2578,111.7351
COL,Colombia,Barranquilla,10.9833,-74.8019
JPN,Japan,Saitama,35.8614,139.6456
BRA,Brazil,Guarulhos,-23.4628,-46.5328
IRQ,Iraq,Al Basrah,30.5150,47.8100
MMR,Myanmar,Mandalay,21.9831,96.0844
MEX,Mexico,Juarez,31.7386,-106.4870
CHN,China,Xintai,35.9100,117.7800
CHN,China,Wusong,30.9333,117.7667
IND,India,Meerut,28.9800,77.7100
CHN,China,Yushu,44.8249,126.5451
CHN,China,Rongcheng,26.2312,104.0966
CHN,China,Huazhou,21.6540,110.6294
AUS,Australia,Adelaide,-34.9275,138.6000
CHN,China,Baishan,41.9377,126.4179
CHN,China,Dayan,26.8808,100.2208
CHN,China,Haicheng,40.8523,122.7474
