Cartwright Airport,53.682501,-57.042303,YRF,CHN
Cambridge Bay Airport,69.1081009,-105.1380005,YCB,KEN
Cornwall Regional Airport,45.092637,-74.567724,YCC,MEX
Nanaimo Airport,49.05497,-123.869863,YCD,USA
Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,YCE,TUR
Castlegar/West Kootenay Regional Airport,49.2963982,-117.6320038,YCG,CHN
Miramichi Airport,47.007801,-65.449203,YCH,CHN
Charlo Airport,47.990799,-66.330299,YCL,CHN
Cochrane Airport,49.1055984,-81.0136032,YCN,CHN
Kugluktuk Airport,67.816704,-115.143997,YCO,CAN
Chetwynd Airport,55.6871986,-121.6269989,YCQ,CHN
Cross Lake (Charlie Sinclair Memorial) Airport,54.6105995,-97.7608032,YCR,RUS
Chesterfield Inlet Airport,63.3469009,-90.731102,YCS,CHN
Clyde River Airport,70.4860992,-68.5167007,YCY,CHN
Dawson City Airport,64.0430984,-139.128006,YDA,MEX
Burwash Airport,61.371101,-139.041,YDB,BRA
Deer Lake Airport,49.2108002,-57.3913994,YDF,CHN
Ross River Airport,61.9706001,-132.4230042,XRR,MMR
Dauphin Barker Airport,51.1007996,-100.052002,YDN,CHN
Dolbeau St Felicien Airport,48.7784996,-72.375,YDO,CHN
Nain Airport,56.550778,-61.682224,YDP,CHN
Dawson Creek Airport,55.7422981,-120.1829987,YDQ,CHN
Edmonton International Airport,53.3097,-113.580002,YEG,USA
Arviat Airport,61.0942001,-94.0708008,YEK,CHN
Elliot Lake Municipal Airport,46.3513985,-82.5614014,YEL,IRN
Manitoulin East Municipal Airport,45.842435,-81.857595,YEM,CHN
Estevan Airport,49.2103004,-102.9660034,YEN,CIV
Fort Severn Airport,56.0189018,-87.6761017,YER,CHN
Edson Airport,53.5788994,-116.4649963,YET,CHN
Inuvik Mike Zubko Airport,68.3041992,-133.4830017,YEV,CHN
Amos/Magny Airport,48.563903,-78.249702,YEY,CHN
Fort Albany Airport,52.2014008,-81.6968994,YFA,CHN
Iqaluit Airport,63.756402,-68.555801,YFB,CHN
Fredericton Airport,45.8689003,-66.5372009,YFC,EGY
Forestville Airport,48.7461014,-69.0971985,YFE,CHN
Fort Hope Airport,51.5619011,-87.9077988,YFH,AUS
Mont-Tremblant International Airport,46.409401,-74.779999,YTM,CHN
Flin Flon Airport,54.6781006,-101.6819992,YFO,USA
Fort Resolution Airport,61.1808014,-113.6900024,YFR,ESP
Fort Simpson Airport,61.7602005,-121.2369995,YFS,CHN
Makkovik Airport,55.077335,-59.187942,YMN,CHN
Texada Gillies Bay Airport,49.6941986,-124.5179977,YGB,CHN
Fort Good Hope Airport,66.240799,-128.651001,YGH,CHN
Kingston Norman Rogers Airport,44.2253,-76.596901,YGK,CHN
La Grande Rivière Airport,53.6253014,-77.7042007,YGL,CHN
Gimli Industrial Park Airport,50.6281013,-97.0432968,YGM,CHN
Gods Lake Narrows Airport,54.5588989,-94.4914017,YGO,AUS
Gaspé (Michel-Pouliot) Airport,48.7752991,-64.4785995,YGP,DEU
Geraldton Greenstone Regional Airport,49.7783012,-86.9393997,YGQ,CHN
Îles-de-la-Madeleine Airport,47.425242,-61.778612,YGR,COL
Igloolik Airport,69.3647003,-81.8161011,YGT,CHN
Havre-Saint-Pierre Airport,50.281898,-63.611401,YGV,CHN
Kuujjuarapik Airport,55.2818985,-77.7652969,YGW,CHN
Gillam Airport,56.3574982,-94.7106018,YGX,CHN
Grise Fiord Airport,76.4261017,-82.9092026,YGZ,CHN
Quaqtaq Airport,61.0463982,-69.6177979,YQC,MAR
Dryden Regional Airport,49.831699,-92.744202,YHD,CHN
Hope Airport / FVRD Regional Airpark,49.368865,-121.49495,YHE,CHN
Hearst René Fontaine Municipal Airport,49.7141991,-83.6860962,YHF,CHN
Nemiscau Airport,51.6911011,-76.1355972,YNS,CHN
Ulukhaktok Holman Airport,70.7628021,-117.8059998,YHI,CHN
Gjoa Haven Airport,68.6355972,-95.8497009,YHK,TUR
John C. Munro Hamilton International Airport,43.1735992,-79.9349976,YHM,CHN
Hornepayne Municipal Airport,49.1931,-84.7589035,YHN,CHN
Hopedale Airport,55.448757,-60.228124,YHO,AFG
Chevery Airport,50.4688988,-59.6366997,YHR,SOM
Haines Junction Airport,60.7892,-137.546005,YHT,CHN
Montréal / Saint-Hubert Airport,45.5175018,-73.4169006,YHU,CHN
Hay River / Merlyn Carter Airport,60.8396988,-115.7829971,YHY,USA
Halifax / Stanfield International Airport,44.8807983,-63.5085983,YHZ,CHN
Atikokan Municipal Airport,48.7738991,-91.6386032,YIB,CHN
Digby / Annapolis Regional Airport,44.545845,-65.7854247,YDG,CHN
St Augustin Airport,51.2117004,-58.6582985,YIF,CHN
Ivujivik Airport,62.4173012,-77.9253006,YIK,CHN
Pond Inlet Airport,72.6832962,-77.9666977,YIO,CHN
Island Lake Airport,53.8572006,-94.6536026,YIV,USA
Fort Liard Airport,60.2358017,-123.4690018,YJF,CHN
St Jean Airport,45.2943993,-73.2810974,YJN,JOR
Stephenville Airport,48.5442009,-58.5499992,YJT,CHN
Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,YKA,SAU
Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,LAK,CHN
Waterloo Airport,43.4608002,-80.3786011,YKF,CHN
Kangiqsujuaq (Wakeham Bay) Airport,61.5886002,-71.9293976,YWB,CHN
Key Lake Airport,57.2560997,-105.6179962,YKJ,CHN
Schefferville Airport,54.8053017,-66.8052979,YKL,CHN
Akulivik Airport,60.8185997,-78.1485977,AKV,NGA
Waskaganish Airport,51.4733009,-78.7583008,YKQ,CHN
Kirkland Lake Airport,48.2103004,-79.9813995,YKX,CHN
Kindersley Airport,51.5175018,-109.1809998,YKY,CHN
Buttonville Municipal Airport,43.8622017,-79.3700027,YKZ,NGA
Aupaluk Airport,59.2966995,-69.5997009,YPJ,JPN
Kimmirut Airport,62.848253,-69.877853,YLC,CHN
Chapleau Airport,47.8199997,-83.3467026,YLD,CHN
Lansdowne House Airport,52.1955986,-87.9341965,YLH,CHN
Meadow Lake Airport,54.1253014,-108.5230026,YLJ,CHN
Lutselk'e Airport,62.418303,-110.681998,YSG,CHN
Lloydminster Airport,53.3092003,-110.072998,YLL,CHN
Leaf Rapids Airport,56.5133018,-99.9852982,YLR,CHN
Alert Airport,82.517799,-62.280602,YLT,IDN
Kangiqsualujjuaq (Georges River) Airport,58.711399,-65.992798,XGR,CHN
Kelowna International Airport,49.9561,-119.377998,YLW,CHN
Mayo Airport,63.6164017,-135.8679962,YMA,CHN
Matane Airport,48.8568993,-67.4533005,YME,CHN
Manitouwadge Airport,49.0839005,-85.8606033,YMG,CHN
Mary's Harbour Airport,52.302837,-55.847626,YMH,CHN
Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.3302994,-105.5589981,YMJ,NGA
Charlevoix Airport,47.5974998,-70.2238998,YML,CHN
Fort McMurray Airport,56.6533012,-111.2220001,YMM,USA
Moosonee Airport,51.2910995,-80.6078033,YMO,CAN
Chapais Airport,49.7719002,-74.5280991,YMT,KOR
Umiujaq Airport,56.5360985,-76.5183029,YUD,CHN
Montreal International (Mirabel) Airport,45.679501,-74.038696,YMX,USA
Natashquan Airport,50.1899986,-61.7891998,YNA,DZA
Wemindji Airport,53.010601,-78.8311005,YNC,CHN
Ottawa / Gatineau Airport,45.521702,-75.563599,YND,CHN
Norway House Airport,53.9583015,-97.8442001,YNE,CHN
Points North Landing Airport,58.2766991,-104.0820007,YNL,IND
Matagami Airport,49.7616997,-77.802803,YNM,CHN
Ekati Airport,64.6988983,-110.6149979,YOA,IRN
Old Crow Airport,67.5706024,-139.8390045,YOC,GHA
CFB Cold Lake,54.4049988,-110.2789993,YOD,CHN
Oxford House Airport,54.9333,-95.2789001,YOH,ARE
High Level Airport,58.6213989,-117.1650009,YOJ,CHN
Oshawa Executive Airport,43.922798,-78.894997,YOO,CHN
Rainbow Lake Airport,58.4914017,-119.4079971,YOP,CHN
Owen Sound / Billy Bishop Regional Airport,44.5903015,-80.8375015,YOS,USA
Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,YOW,CHN
Prince Albert Glass Field,53.2141991,-105.6729965,YPA,CHN
Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.3608381,-124.07547,YPC,CHN
Port Hawkesbury Airport,45.6567001,-61.3680992,YPS,CHN
Peace River Airport,56.226898,-117.446999,YPE,CHN
Portage-la-Prairie / Southport Airport,49.903099,-98.273817,YPG,CHN
Inukjuak Airport,58.4719009,-78.0768967,YPH,CHN
Pickle Lake Airport,51.4463997,-90.2142029,YPL,PAK
Pikangikum Airport,51.8196983,-93.9732971,YPM,CHN
Port Menier Airport,49.8363991,-64.2885971,YPN,CHN
Peawanuck Airport,54.9880981,-85.4432983,YPO,BOL
Peterborough Municipal Airport,44.23,-78.363297,YPQ,CHN
Prince Rupert Airport,54.2860985,-130.4450073,YPR,CHN
Powell River Airport,49.8342018,-124.5,YPW,CHN
Puvirnituq Airport,60.0505981,-77.2869034,YPX,CHN
Fort Chipewyan Airport,58.7672005,-111.1169968,YPY,USA
Burns Lake Airport,54.3764,-125.950996,YPZ,IND
Muskoka Airport,44.9747009,-79.303299,YQA,CHN
Quebec Jean Lesage International Airport,46.7911,-71.393303,YQB,CHN
The Pas Airport,53.9714012,-101.0910034,YQD,CHN
Red Deer Regional Airport,52.182201,-113.893997,YQF,GRC
Windsor Airport,42.2756004,-82.9555969,YQG,ETH
Watson Lake Airport,60.1164017,-128.8220062,YQH,CHN
Yarmouth Airport,43.8269005,-66.0880966,YQI,BRA
Kenora Airport,49.7882996,-94.3630981,YQK,TWN
Lethbridge County Airport,49.6302986,-112.8000031,YQL,KWT
Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,YQM,HUN
Nakina Airport,50.1828003,-86.6964035,YQN,CHN
Comox Valley Airport / CFB Comox,49.7108,-124.887001,YQQ,CHN
Regina International Airport,50.4319,-104.6660004,YQR,PHL
St Thomas Municipal Airport,42.7700005,-81.1108017,YQS,CHN
Thunder Bay Airport,48.3718987,-89.3238983,YQT,UKR
Grande Prairie Airport,55.1796989,-118.8850021,YQU,YEM
Yorkton Municipal Airport,51.2647018,-102.461998,YQV,CHN
North Battleford Airport,52.769409,-108.243742,YQW,KOR
Gander International Airport / CFB Gander,48.936258,-54.567719,YQX,GTM
Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,YQY,GBR
Quesnel Airport,53.0261002,-122.5100021,YQZ,CHN
Rae Lakes Airport,64.1160965,-117.3099976,YRA,CHN
Resolute Bay Airport,74.7169037,-94.9693985,YRB,CHN
Rivière-du-Loup Airport,47.7644005,-69.5847015,YRI,CHN
Roberval Airport,48.5200005,-72.2656021,YRJ,TUR
Red Lake Airport,51.0668983,-93.7930984,YRL,BRA
Ottawa / Rockcliffe Airport,45.4603004,-75.6461029,YRO,ITA
Trois-Rivières Airport,46.3527985,-72.6793976,YRQ,CHN
Red Sucker Lake Airport,54.1671982,-93.5571976,YRS,BOL
Rankin Inlet Airport,62.8114014,-92.115799,YRT,CHN
Revelstoke Airport,50.962245,-118.184258,YRV,PRK
Sudbury Airport,46.625,-80.7988968,YSB,USA
Sherbrooke Airport,45.438599,-71.691399,YSC,SDN
Stony Rapids Airport,59.2503014,-105.8410034,YSF,IDN
Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,YSH,CHN
Saint John Airport,45.3161011,-65.8902969,YSJ,DEU
Sanikiluaq Airport,56.5377998,-79.2466965,YSK,USA
Saint-Léonard Airport,47.157097,-67.836242,YSL,TWN
Fort Smith Airport,60.020302,-111.961998,YSM,ECU
Niagara District Airport,43.1917,-79.1717,YCM,PRT
Marathon Airport,48.7552986,-86.3443985,YSP,CHN
St. Theresa Point Airport,53.8456001,-94.8518982,YST,CHN
Summerside Airport,46.440601,-63.833599,YSU,GBR
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9938965,-125.2429962,YSY,CHN
Pembroke Airport,45.864399,-77.2517014,YTA,CHN
Cape Dorset Airport,64.230003,-76.526703,YTE,IND
Alma Airport,48.5088997,-71.6418991,YTF,CHN
Thompson Airport,55.8011017,-97.8641968,YTH,CHN
Big Trout Lake Airport,53.8177986,-89.8968964,YTL,USA
Tasiujaq Airport,58.6678009,-69.9558029,YTQ,CHN
CFB Trenton,44.1189003,-77.5280991,YTR,VEN
Timmins/Victor M. Power,48.5696983,-81.3767014,YTS,CHN
Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,YTZ,COD
Tuktoyaktuk / James Gruben Airport,69.433296,-133.026001,YUB,USA
Montreal / Pierre Elliott Trudeau International Airport,45.4706001,-73.740799,YUL,CHN
Naujaat Airport,66.5214,-86.224701,YUT,CHN
Hall Beach Airport,68.7761,-81.2425,YUX,CHN
Rouyn Noranda Airport,48.2061005,-78.8356018,YUY,CHN
Bonaventure Airport,48.071098,-65.460297,YVB,CHN
La Ronge Airport,55.1514015,-105.262001,YVC,CHN
Vernon Airport,50.2481003,-119.3310013,YVE,MDG
Qikiqtarjuaq Airport,67.546232,-64.031754,YVM,CHN
Val-d'Or Airport,48.053299,-77.7827988,YVO,DEU
Kuujjuaq Airport,58.0960999,-68.4269028,YVP,CHN
Norman Wells Airport,65.281601,-126.7979965,YVQ,DOM
Vancouver International Airport,49.1939011,-123.1839981,YVR,CHN
Wiarton Airport,44.7458,-81.107201,YVV,UZB
Deer Lake Airport,52.6557999,-94.0614014,YVZ,CHN
Petawawa Airport,45.9522018,-77.3191986,YWA,CHN
Winnipeg / James Armstrong Richardson International Airport,49.9099998,-97.2398987,YWG,CHN
Déline Airport,65.211098,-123.435997,YWJ,CHN
Wabush Airport,52.9219017,-66.8644028,YWK,CHN
Williams Lake Airport,52.1831017,-122.0540009,YWL,COL
Webequie Airport,52.9593934,-87.3748684,YWP,CHN
Wrigley Airport,63.2094002,-123.4369965,YWY,CHN
Cranbrook/Canadian Rockies International Airport,49.6108017,-115.7819977,YXC,CHN
Saskatoon John G. Diefenbaker International Airport,52.1707993,-106.6999969,YXE,CHN
Medicine Hat Regional Airport,50.018902,-110.721001,YXH,CHN
Fort St John / North Peace Regional Airport,56.238098,-120.739998,YXJ,CHN
Rimouski Airport,48.4780998,-68.4969025,YXK,IND
Sioux Lookout Airport,50.1138992,-91.9052963,YXL,DEU
Whale Cove Airport,62.2400017,-92.5980988,YXN,CHN
Pangnirtung Airport,66.1449966,-65.7136002,YXP,COL
Beaver Creek Airport,62.4103012,-140.8670044,YXQ,ZMB
Earlton (Timiskaming Regional) Airport,47.6974007,-79.8473454,YXR,CHN
Prince George Airport,53.884311,-122.666554,YXS,CHN
Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,YXT,BFA
London Airport,43.035599,-81.1539,YXU,KOR
Abbotsford International Airport,49.025299,-122.361,YXX,BRA
Whitehorse / Erik Nielsen International Airport,60.709599,-135.067001,YXY,CMR
Wawa Airport,47.9667015,-84.7866974,YXZ,CHN
North Bay Jack Garland Airport,46.363602,-79.422798,YYB,CHN
Calgary International Airport,51.1138992,-114.0199966,YYC,CHN
Smithers Airport,54.8246994,-127.1829987,YYD,CHN
Fort Nelson Airport,58.8363991,-122.5970001,YYE,CHN
Penticton Airport,49.4631004,-119.6019974,YYF,TUR
Charlottetown Airport,46.2900009,-63.1211014,YYG,IND
Taloyoak Airport,69.5467,-93.576698,YYH,USA
Victoria International Airport,48.6469,-123.426003,YYJ,GHA
Lynn Lake Airport,56.8638992,-101.0759964,YYL,IDN
Swift Current Airport,50.2919006,-107.6910019,YYN,IND
Churchill Airport,58.7392006,-94.0650024,YYQ,CHN
Goose Bay Airport,53.3191986,-60.4258003,YYR,CHN
St. John's International Airport,47.618599,-52.7519,YYT,AUS
Kapuskasing Airport,49.4138985,-82.4674988,YYU,CHN
Armstrong Airport,50.2902985,-88.9096985,YYW,IDN
Mont Joli Airport,48.6086006,-68.2080994,YYY,CHN
Toronto Lester B. Pearson International Airport,43.6772,-79.6306,YYZ,CHN
Gore Bay Manitoulin Airport,45.8853,-82.567802,YZE,LKA
Yellowknife International Airport,62.462799,-114.440002,YZF,CHN
Salluit Airport,62.1794014,-75.6671982,YZG,AZE
Slave Lake Airport,55.2930984,-114.7770004,YZH,JPN
Sandspit Airport,53.2542992,-131.8139954,YZP,CHN
Chris Hadfield Airport,42.9994011,-82.3088989,YZR,CHN
Coral Harbour Airport,64.1932983,-83.3593979,YZS,CAN
Port Hardy Airport,50.6805992,-127.3669968,YZT,CHN
Whitecourt Airport,54.1439018,-115.7870026,YZU,IDN
Sept-Îles Airport,50.2233009,-66.2656021,YZV,VEN
Teslin Airport,60.1727982,-132.7429962,YZW,CHN
CFB Greenwood,44.9844017,-64.9169006,YZX,CHN
York Landing Airport,56.0894012,-96.0892029,ZAC,TUR
Shuswap Regional Airport,50.682802,-119.228996,YSN,BRA
Boundary Bay Airport,49.0742,-123.012001,YDT,IRN
Ilford Airport,56.05163,-95.620523,ILF,CHN
Bathurst Airport,47.6297,-65.738899,ZBF,USA
Bromont (Roland Désourdy) Airport,45.290798,-72.741402,ZBM,CHN
Kelsey Airport,56.0374985,-96.509697,KES,CHN
Eastmain River Airport,52.2263985,-78.5224991,ZEM,CHN
Faro Airport,62.2075005,-133.3760071,ZFA,CHN
Fond-Du-Lac Airport,59.3344002,-107.1819992,ZFD,ZWE
Pukatawagan Airport,55.7491989,-101.2659988,XPK,HKG
Fort Mcpherson Airport,67.4075012,-134.8609924,ZFM,USA
Tulita Airport,64.909697,-125.572998,ZFN,CUB
Grand Forks Airport,49.015598,-118.431,ZGF,AUS
Gods River Airport,54.8396988,-94.078598,ZGI,KHM
Little Grand Rapids Airport,52.0456009,-95.4657974,ZGR,CHN
Jenpeg Airport,54.5189018,-98.0460968,ZJG,CHN
Swan River Airport,52.120602,-101.236,ZJN,CHN
Kashechewan Airport,52.2825012,-81.677803,ZKE,VNM
Thicket Portage Airport,55.3189011,-97.7078018,YTD,CHN
Muskrat Dam Airport,53.4413986,-91.7628021,MSA,PAK
Pikwitonei Airport,55.5889015,-97.1641998,PIW,CHN
Masset Airport,54.0275002,-132.125,ZMT,USA
Poplar River Airport,52.9965259,-97.2741938,XPP,GHA
Sachigo Lake Airport,53.8911018,-92.1964035,ZPB,IND
Pincher Creek Airport,49.5205994,-113.9970016,WPC,CHN
Round Lake (Weagamow Lake) Airport,52.9435997,-91.3127975,ZRJ,CHN
Sandy Lake Airport,53.0642014,-93.3443985,ZSJ,USA
South Indian Lake Airport,56.7928009,-98.9072037,XSI,IND
Stewart Airport,55.9354104,-129.9824345,ZST,PAK
Shamattawa Airport,55.8656006,-92.081398,ZTM,CHN
Ignace Municipal Airport,49.428204,-91.720418,ZUC,TUR
Lac Brochet Airport,58.6175003,-101.4690018,XLB,CHN
Wollaston Lake Airport,58.1068993,-103.1719971,ZWL,USA
Blida Airport,36.503601,2.81417,QLD,MLI
Bou Saada Airport,35.3325,4.20639,BUJ,ECU
Soummam–Abane Ramdane Airport,36.711952,5.069804,BJA,BLR
Houari Boumediene Airport,36.693886,3.214531,ALG,MEX
Djanet Inedbirene Airport,24.292801,9.45244,DJG,CMR
Illizi Takhamalt Airport,26.723499,8.62265,VVZ,SOM
Ain Arnat Airport,36.1781006,5.3244901,QSF,IND
Aguenar – Hadj Bey Akhamok Airport,22.811501,5.45108,TMR,TUR
Jijel Ferhat Abbas Airport,36.795101,5.87361,GJL,AUT
Mecheria Airport,33.5359001,-0.242353,MZW,IRN
Annaba Rabah Bitat Airport,36.826781,7.81334,AAE,COD
Mohamed Boudiaf International Airport,36.276001,6.6203899,CZL,PAK
Cheikh Larbi Tébessi Airport,35.4315987,8.1207199,TEE,JPN
Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,BLJ,MEX
Hassi R'Mel Airport,32.930401,3.31154,HRM,CHN
Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,TID,USA
Tindouf Airport,27.7003994,-8.1671,TIN,SYR
Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,CFK,USA
Oran Tafraoui Airport,35.5424,-0.532278,TAF,KAZ
Zenata – Messali El Hadj Airport,35.013426,-1.457191,TLM,PRI
Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.623901,-0.621183,ORN,USA
Béchar Boudghene Ben Ali Lotfi Airport,31.6457005,-2.26986,CBH,CHN
Ghriss Airport,35.207699,0.147142,MUW,IND
Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,AZR,BRA
Biskra - Mohamed Khider Airport,34.793301,5.73823,BSK,MWI
El Golea Airport,30.580732,2.861595,ELG,ROU
Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,GHA,BRA
Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,HME,PAK
In Salah Airport,27.250999,2.51202,INZ,TWN
Touggourt Sidi Madhi Airport,33.067799,6.08867,TGR,CHN
